FurLength,Breed1,Breed2,Color2,Type,Sterilized,Vaccinated,Gender,State,Color3,Color1,Age,Health,MaturitySize,Fee,VideoAmt,Dewormed,PhotoAmt
1,266,266,7,2,2,2,2,41401,0,2,2,1,2,0,0,2,3.0
3,205,0,7,1,2,1,2,41326,0,5,56,1,1,0,0,1,0.0
1,266,0,4,2,2,2,2,41401,5,1,36,1,2,0,0,2,5.0
1,266,0,0,2,2,2,1,41401,0,6,3,1,2,0,0,1,3.0
1,266,0,7,2,1,2,1,41326,0,6,24,1,2,0,0,1,0.0
1,266,266,4,2,2,2,3,41326,7,1,2,1,2,0,0,2,3.0
1,266,0,0,2,1,1,1,41401,0,3,7,1,2,0,0,1,3.0
1,307,307,7,1,1,1,2,41401,0,2,5,1,2,0,0,1,1.0
1,266,299,7,2,3,1,3,41336,0,1,4,1,2,0,0,1,2.0
1,307,0,7,1,2,2,1,41326,0,1,3,1,2,0,0,1,3.0
1,266,292,5,2,2,2,2,41401,0,2,1,1,2,0,0,1,2.0
2,307,0,0,1,2,1,1,41326,0,2,4,1,3,0,0,1,5.0
1,307,0,0,1,2,1,2,41326,0,2,4,1,2,50,0,1,1.0
2,265,0,4,2,2,2,2,41326,7,2,2,1,1,0,0,2,4.0
1,307,0,7,1,1,1,2,41326,0,2,8,1,2,0,0,1,4.0
1,307,0,7,1,1,1,1,41326,0,2,3,1,2,0,0,1,3.0
1,266,0,6,2,2,2,3,41401,7,1,1,1,1,0,0,2,5.0
1,19,0,2,1,1,1,2,41326,7,1,60,1,2,300,0,1,3.0
1,266,0,2,2,2,2,1,41326,7,1,2,1,1,0,0,2,2.0
2,109,307,2,1,2,3,3,41326,0,1,12,1,2,0,0,3,9.0
2,265,266,4,2,2,2,3,41324,7,1,1,1,2,0,0,2,10.0
2,307,0,0,1,2,1,2,41326,0,2,3,1,2,50,0,1,2.0
1,266,299,4,2,1,2,2,41326,0,1,24,1,2,0,0,1,5.0
1,307,0,2,1,1,1,2,41326,5,1,5,1,2,0,0,1,4.0
2,265,0,0,2,2,2,1,41401,0,6,3,1,1,0,0,2,1.0
1,266,0,6,2,1,1,2,41401,0,4,12,1,2,0,0,1,1.0
1,266,265,2,2,1,2,3,41326,4,1,2,1,2,0,0,1,4.0
2,307,307,7,1,2,1,2,41326,0,1,3,1,2,0,0,1,1.0
2,128,20,0,1,3,3,1,41336,0,2,1,1,2,0,2,3,11.0
1,266,0,0,2,2,2,1,41326,0,6,2,1,2,0,0,2,4.0
3,69,0,3,1,2,3,1,41401,0,2,72,1,2,0,0,3,6.0
1,254,0,4,2,2,2,2,41326,7,1,6,1,2,0,0,2,2.0
1,266,0,0,2,2,1,2,41401,0,2,2,1,2,100,0,1,8.0
2,292,0,2,2,3,2,3,41326,7,1,10,1,3,30,0,2,7.0
1,266,0,0,2,1,1,2,41327,0,6,48,1,2,0,0,1,5.0
2,307,0,0,1,1,1,1,41325,0,2,9,1,2,0,0,1,5.0
2,307,307,2,1,2,2,1,41326,4,1,2,1,2,0,0,2,5.0
1,266,0,4,2,1,1,2,41326,7,1,11,1,2,50,0,1,5.0
1,307,307,7,1,2,2,2,41326,0,2,1,1,2,0,0,3,1.0
1,265,0,7,2,2,2,2,41326,0,1,1,1,1,0,0,2,3.0
1,292,266,7,2,2,2,1,41326,0,2,2,1,1,100,0,1,5.0
1,266,0,0,2,2,2,2,41336,0,1,0,1,1,0,0,2,0.0
3,189,0,0,1,2,1,1,41401,0,1,120,1,3,0,0,1,2.0
1,266,0,7,2,2,2,1,41326,0,1,4,1,2,0,0,2,6.0
2,190,0,7,1,2,1,2,41324,0,1,3,2,4,0,0,2,4.0
1,307,0,2,1,2,1,2,41326,0,1,3,1,2,0,0,1,3.0
2,265,0,5,2,2,2,2,41326,0,2,12,1,2,0,0,2,4.0
2,266,266,6,2,2,2,3,41326,7,1,4,1,2,0,0,1,5.0
2,300,306,7,2,2,2,3,41326,0,1,2,1,2,0,0,2,20.0
2,265,265,7,2,2,2,1,41326,0,1,4,1,1,50,0,1,3.0
2,109,0,0,1,1,1,1,41401,0,3,36,1,2,0,0,1,5.0
1,49,0,0,1,3,3,1,41326,0,2,60,1,2,0,0,3,1.0
1,266,0,0,2,2,1,1,41326,0,2,4,3,2,0,0,1,2.0
1,307,129,0,1,2,1,2,41326,0,5,3,1,2,0,0,1,1.0
1,49,0,0,1,1,1,2,41326,0,7,84,1,2,0,0,1,1.0
2,205,0,7,1,2,1,2,41401,0,1,13,1,2,0,0,1,1.0
2,97,0,0,1,1,1,2,41326,0,2,84,2,3,0,0,1,1.0
3,307,0,5,1,3,3,1,41326,0,2,3,1,1,0,0,3,1.0
1,266,0,0,2,2,2,2,41326,0,7,0,1,2,0,0,2,1.0
1,266,266,6,2,2,2,3,41401,7,2,3,1,1,0,0,2,6.0
2,307,307,2,1,2,1,2,41326,0,1,3,1,2,0,0,1,5.0
1,307,307,0,1,1,1,2,41326,0,7,4,1,1,0,0,1,2.0
1,292,266,5,2,2,2,2,41326,0,2,3,1,1,0,0,2,1.0
1,307,0,2,1,2,3,3,41326,0,1,1,1,2,0,0,3,3.0
2,299,299,0,2,2,2,3,41401,0,1,4,1,2,0,0,2,11.0
1,307,0,0,1,1,1,2,41326,0,5,3,1,2,0,0,1,4.0
3,307,0,2,1,3,1,2,41326,0,1,3,1,3,0,0,1,4.0
2,265,0,0,2,1,1,2,41401,0,6,8,1,2,0,0,1,5.0
1,266,0,7,2,2,3,2,41332,0,6,2,1,2,0,0,1,2.0
1,266,266,6,2,3,2,3,41326,7,1,1,1,2,0,0,1,1.0
2,109,307,5,1,1,1,2,41326,0,2,36,1,2,0,0,1,23.0
2,307,0,7,1,2,2,1,41327,0,2,1,1,2,0,0,2,1.0
1,266,0,4,2,3,2,1,41401,7,1,1,1,1,5,0,3,4.0
1,241,241,4,2,2,2,1,41326,6,1,2,1,2,0,0,2,3.0
2,307,307,0,1,2,1,1,41326,0,2,3,1,2,0,0,1,1.0
2,141,307,3,1,2,1,2,41326,5,1,2,1,3,0,0,1,19.0
1,266,0,2,2,2,2,3,41326,7,1,1,1,1,0,0,2,1.0
2,307,0,0,1,3,3,2,41401,0,2,48,1,2,0,0,3,3.0
1,103,0,0,1,1,1,1,41401,0,1,9,1,3,300,0,1,1.0
2,307,307,7,1,2,1,1,41326,0,1,2,1,2,0,0,1,3.0
3,241,276,6,2,3,3,2,41326,0,1,6,2,1,0,0,3,3.0
1,266,0,0,2,2,2,1,41326,0,3,2,1,1,50,1,1,4.0
1,254,303,4,2,2,1,2,41326,7,1,7,1,2,0,0,1,11.0
1,307,0,2,1,2,2,3,41326,7,1,2,1,2,0,2,2,10.0
2,179,0,0,1,1,1,1,41326,0,2,30,2,1,200,0,1,5.0
3,109,307,3,1,2,2,1,41326,7,2,3,1,2,0,0,2,6.0
1,307,0,0,1,2,1,2,41326,0,2,0,1,2,0,0,1,1.0
2,265,266,6,2,2,2,2,41327,0,3,2,1,1,0,0,2,3.0
1,227,0,0,1,2,1,2,41326,0,1,108,1,2,0,0,1,5.0
1,307,0,0,1,2,2,2,41326,0,1,1,1,2,0,0,2,3.0
1,307,0,7,1,2,2,1,41326,0,5,2,1,2,0,0,1,1.0
2,307,0,0,1,2,1,2,41330,0,2,2,1,2,0,0,1,1.0
1,42,307,0,1,1,1,1,41330,0,5,8,1,2,0,0,1,3.0
2,213,307,3,1,2,2,1,41326,0,2,2,1,2,0,0,2,5.0
1,266,0,5,2,2,2,3,41401,7,1,1,1,1,0,0,1,3.0
1,266,0,5,2,2,2,1,41326,0,4,1,1,1,0,0,1,2.0
1,249,299,6,2,2,2,3,41326,7,1,2,1,1,0,0,2,5.0
2,265,0,7,2,2,3,1,41332,0,3,5,1,3,0,0,1,1.0
2,307,307,2,1,2,1,2,41326,0,1,4,1,2,150,0,1,1.0
1,20,0,2,1,2,1,1,41326,7,1,24,1,2,300,0,1,1.0
1,307,0,5,1,3,3,3,41327,7,2,1,1,2,100,0,3,3.0
1,266,0,7,2,2,2,2,41326,0,2,2,1,2,0,0,1,4.0
1,266,0,7,2,2,1,1,41401,0,2,3,1,2,0,0,1,10.0
1,307,0,7,1,3,1,1,41326,0,1,48,1,2,0,0,1,2.0
2,266,0,5,2,2,2,3,41325,7,3,2,1,1,0,0,2,3.0
2,265,0,2,2,2,2,2,41401,7,1,4,1,3,0,0,2,8.0
1,307,0,0,1,1,2,2,41336,0,1,5,1,2,0,0,2,1.0
2,307,307,2,1,2,2,1,41367,7,1,12,1,2,0,0,2,7.0
1,307,0,2,1,2,2,3,41326,0,1,1,1,1,0,0,1,7.0
2,307,0,0,1,2,2,1,41326,0,2,2,1,2,0,0,3,1.0
1,307,141,0,1,3,3,1,41336,0,2,12,1,2,0,0,3,2.0
3,109,0,0,1,3,3,1,41326,0,3,48,1,3,0,0,3,1.0
1,307,0,2,1,1,1,2,41326,0,1,6,1,2,150,0,1,3.0
1,266,0,7,2,1,1,2,41326,0,3,19,1,3,0,0,1,4.0
1,307,0,0,1,2,2,2,41326,0,7,2,1,1,0,0,2,1.0
1,307,0,0,1,2,2,1,41401,0,2,1,1,2,0,0,1,1.0
2,195,0,7,1,2,1,2,41326,0,6,36,1,2,0,0,1,1.0
2,265,0,0,2,2,2,2,41326,0,5,2,1,1,0,0,1,1.0
2,265,0,7,2,2,2,2,41335,0,1,1,1,1,0,0,1,10.0
1,266,0,7,2,2,2,1,41401,0,1,3,1,2,50,0,1,7.0
2,207,0,3,1,1,1,2,41326,0,1,48,1,1,0,0,1,2.0
2,265,285,0,2,3,2,1,41326,0,1,2,1,1,0,0,2,3.0
1,307,0,2,1,2,1,1,41326,0,1,2,1,2,0,0,1,10.0
2,307,0,7,1,3,3,2,41326,0,1,3,1,1,0,0,3,2.0
1,307,0,7,1,2,2,2,41326,0,2,4,1,2,0,0,1,0.0
1,266,0,7,2,2,2,1,41401,0,1,0,1,2,0,0,2,2.0
3,265,0,7,2,2,2,3,41326,0,3,36,1,2,0,0,2,2.0
1,307,0,7,1,2,1,1,41326,0,5,24,1,2,0,0,1,1.0
2,307,0,0,1,3,3,3,41401,0,2,12,1,2,0,0,3,7.0
2,307,0,0,1,2,1,2,41326,0,2,2,1,2,0,0,1,7.0
1,266,0,0,2,2,1,1,41326,0,7,6,1,2,0,0,1,1.0
1,266,0,2,2,2,2,1,41326,7,1,2,1,1,0,0,1,5.0
1,307,0,7,1,2,3,2,41326,0,2,1,1,2,0,0,3,3.0
2,307,0,0,1,1,3,1,41332,0,5,24,1,2,0,0,3,1.0
2,307,307,7,1,2,2,2,41326,0,2,2,1,2,0,0,1,1.0
1,307,0,2,1,3,1,1,41401,0,1,36,1,2,0,0,1,8.0
1,307,0,0,1,1,2,2,41326,0,7,7,1,2,0,0,2,5.0
2,109,0,0,1,3,3,1,41326,0,2,24,1,3,0,0,3,4.0
1,307,0,0,1,1,1,1,41401,0,3,7,1,2,0,0,1,2.0
2,195,205,7,1,2,2,2,41401,0,5,45,1,2,0,0,2,2.0
2,285,292,7,2,2,2,1,41401,0,2,3,1,1,200,0,2,1.0
2,265,0,7,2,3,3,2,41401,0,1,3,1,1,0,0,1,15.0
1,303,306,2,2,2,2,2,41401,4,1,2,1,1,0,0,2,4.0
1,266,0,6,2,1,1,3,41326,7,4,24,1,3,0,0,1,3.0
2,307,0,5,1,2,1,3,41326,7,1,4,1,2,0,0,1,4.0
2,141,0,0,1,2,1,1,41326,0,4,36,1,3,0,0,1,3.0
2,266,0,0,2,2,2,1,41326,0,3,1,1,2,0,0,2,6.0
2,254,254,2,2,2,2,3,41401,7,1,1,1,1,0,0,2,20.0
1,299,0,4,2,2,1,1,41401,7,3,8,1,2,0,0,1,3.0
2,265,0,7,2,2,1,3,41326,0,1,2,1,2,0,0,1,3.0
2,305,0,5,2,1,3,2,41326,0,3,12,1,2,0,0,1,2.0
1,307,307,3,1,2,2,3,41326,0,2,2,1,2,0,0,1,9.0
1,307,0,2,1,2,3,2,41326,0,1,2,1,2,0,0,3,1.0
1,307,0,0,1,2,3,1,41326,0,2,2,1,2,0,0,3,5.0
2,306,265,7,2,3,2,1,41326,0,1,2,1,3,0,0,1,3.0
1,266,0,0,2,2,1,1,41326,0,6,4,1,1,0,0,1,5.0
1,307,307,5,1,2,2,1,41401,7,4,2,1,2,0,0,2,2.0
2,265,0,0,2,2,2,2,41401,0,6,2,1,1,0,0,1,5.0
1,266,0,7,2,2,2,3,41401,0,1,2,1,2,0,0,2,3.0
1,266,0,7,2,2,2,1,41401,0,4,3,1,1,0,0,1,1.0
2,307,307,2,1,2,2,1,41326,0,1,2,1,2,0,0,1,2.0
2,299,0,2,2,2,2,2,41401,0,1,3,1,1,50,0,1,3.0
1,141,307,2,1,2,3,2,41326,0,1,2,1,2,0,0,3,3.0
2,243,0,0,2,1,1,2,41326,0,1,3,1,1,0,0,2,5.0
1,266,0,2,2,2,2,3,41326,7,1,2,1,2,0,0,2,3.0
1,299,0,0,2,2,2,1,41326,0,3,1,1,3,0,0,2,12.0
1,60,128,7,1,3,1,2,41326,0,2,36,1,1,250,0,1,6.0
1,266,0,3,2,2,2,2,41326,4,2,2,1,2,0,0,2,5.0
1,307,0,7,1,2,2,2,41326,0,2,1,1,2,0,0,2,2.0
2,141,0,0,1,2,2,1,41330,0,5,36,1,2,200,0,1,2.0
1,307,0,0,1,2,2,2,41327,0,2,2,1,2,0,0,1,1.0
2,307,0,2,1,3,2,2,41326,0,1,12,1,2,0,0,2,4.0
2,307,0,2,1,2,2,2,41330,0,1,2,1,2,0,0,2,2.0
1,293,0,0,2,3,3,1,41326,0,7,6,1,2,0,0,3,0.0
2,265,0,4,2,2,2,2,41325,6,1,0,1,2,0,0,1,9.0
2,266,247,2,2,2,2,1,41336,0,1,2,1,1,0,0,2,2.0
1,307,0,2,1,2,2,1,41327,0,1,2,1,2,0,0,1,3.0
1,307,111,0,1,3,3,1,41326,0,2,48,1,2,0,0,3,1.0
1,307,0,7,1,2,2,2,41401,0,1,1,1,2,0,0,1,1.0
1,307,307,0,1,3,3,1,41326,0,2,30,1,2,20,0,3,1.0
2,254,0,3,2,2,3,3,41326,7,1,1,1,2,0,0,3,1.0
3,285,264,4,2,1,2,2,41326,7,3,29,1,2,160,2,1,19.0
1,141,307,0,1,2,1,1,41326,0,5,5,1,2,0,0,1,1.0
2,307,0,0,1,1,1,2,41330,0,2,8,1,2,0,0,3,3.0
2,307,307,0,1,2,1,2,41326,0,2,1,1,2,0,0,1,2.0
2,265,0,0,2,3,3,1,41326,0,4,10,1,3,0,0,3,8.0
2,307,0,3,1,2,1,1,41326,0,2,9,1,2,0,0,3,3.0
1,266,0,3,2,2,2,1,41327,7,2,2,1,2,0,0,2,2.0
1,266,0,0,2,1,1,1,41326,0,6,29,1,2,30,0,1,4.0
1,266,0,7,2,3,2,2,41327,0,2,3,1,1,0,0,3,1.0
1,69,307,0,1,2,3,2,41401,0,1,2,1,2,0,0,1,5.0
2,103,0,0,1,2,3,2,41401,0,1,36,1,3,0,0,1,3.0
3,276,285,2,2,2,1,3,41326,3,1,1,1,3,300,0,1,1.0
1,109,307,0,1,1,1,2,41326,0,1,63,1,2,50,0,1,5.0
2,288,299,7,2,2,3,2,41326,0,2,7,1,1,0,0,3,4.0
1,141,307,0,1,2,3,1,41326,0,5,12,1,3,0,0,3,2.0
1,266,0,4,2,2,2,2,41326,0,1,4,1,2,30,0,1,1.0
1,266,0,0,2,1,2,1,41401,0,7,18,1,2,0,0,1,1.0
1,78,307,7,1,1,1,2,41401,0,2,24,1,3,0,0,1,5.0
1,307,0,2,1,2,3,1,41332,4,1,2,1,2,0,0,3,14.0
1,299,0,2,2,2,1,1,41336,0,1,4,1,1,200,0,1,6.0
2,264,266,7,2,2,2,1,41326,0,1,1,1,3,0,0,2,5.0
1,266,0,6,2,2,2,1,41326,7,1,4,1,2,0,0,2,5.0
1,266,0,6,2,1,1,1,41326,0,2,3,1,1,0,0,1,2.0
2,266,0,6,2,2,1,3,41326,7,4,4,1,2,0,0,1,4.0
1,307,0,0,1,2,1,1,41326,0,2,3,1,2,0,0,1,1.0
1,307,0,0,1,2,2,2,41401,0,1,3,1,2,0,0,2,1.0
1,307,0,7,1,1,1,1,41327,0,1,36,1,2,0,0,1,4.0
1,143,146,2,1,3,2,2,41401,5,1,2,1,2,0,0,1,1.0
1,266,0,2,2,2,2,2,41325,0,1,1,1,1,0,0,2,1.0
1,307,0,0,1,2,2,2,41401,0,5,2,2,2,0,0,1,1.0
1,307,0,7,1,2,1,1,41326,0,1,4,1,1,200,0,1,1.0
1,307,0,2,1,2,1,3,41326,0,1,1,1,2,0,0,1,5.0
1,266,0,4,2,2,2,1,41326,7,1,2,1,1,0,1,2,6.0
2,218,307,5,1,2,1,1,41326,0,2,1,1,2,200,0,1,2.0
2,266,285,5,2,2,2,3,41326,7,2,12,1,2,0,0,2,5.0
2,307,0,4,1,3,3,2,41325,0,3,60,1,3,0,0,3,5.0
2,307,0,7,1,2,1,3,41326,0,1,2,1,2,0,1,1,8.0
1,266,0,4,2,2,2,2,41326,5,2,4,1,2,0,0,1,2.0
1,307,0,0,1,1,1,2,41326,0,1,17,1,1,80,0,1,6.0
1,307,218,7,1,2,2,1,41401,0,2,2,2,2,0,0,1,11.0
2,265,266,6,2,2,2,1,41326,0,1,1,1,2,50,0,2,3.0
1,266,0,4,2,2,2,3,41326,7,2,2,1,1,0,0,2,4.0
1,266,0,3,2,2,2,2,41326,5,2,46,1,3,0,0,2,5.0
1,266,0,3,2,1,2,2,41325,7,1,18,1,2,0,0,2,2.0
1,307,307,2,1,2,2,3,41401,4,1,1,1,1,0,0,2,1.0
2,285,0,7,2,2,1,1,41330,0,1,12,1,2,0,0,1,2.0
2,212,0,0,1,1,1,2,41401,0,4,24,1,1,300,0,1,5.0
2,307,0,7,1,2,2,2,41326,0,2,2,1,2,0,0,2,1.0
2,307,0,0,1,2,2,2,41326,0,2,2,1,2,0,0,1,2.0
2,189,307,2,1,2,2,1,41401,0,1,2,1,2,150,0,1,11.0
1,266,0,6,2,2,2,3,41332,7,2,2,1,2,0,0,2,3.0
2,252,0,4,2,1,1,2,41401,0,1,8,1,2,0,0,1,1.0
1,266,0,0,2,3,3,1,41401,0,1,0,1,1,0,0,3,1.0
1,307,0,2,1,2,1,2,41401,0,1,5,1,2,0,0,1,0.0
2,265,0,7,2,2,2,3,41401,0,1,1,1,1,0,0,2,20.0
2,307,213,2,1,2,1,1,41330,7,1,5,1,2,0,0,1,5.0
2,307,0,7,1,2,2,1,41401,0,1,2,1,2,0,0,2,2.0
1,307,0,0,1,3,3,1,41401,0,2,24,1,2,0,0,3,1.0
1,266,0,6,2,2,2,1,41326,7,1,3,1,2,0,0,1,5.0
2,307,0,0,1,2,2,2,41327,0,1,1,1,2,0,0,2,1.0
1,266,0,7,2,2,3,1,41326,0,2,2,1,2,0,0,3,2.0
1,266,0,4,2,2,2,2,41326,7,2,6,1,2,0,0,2,2.0
1,266,292,6,2,3,1,1,41326,0,1,6,1,1,0,0,1,1.0
1,307,0,2,1,2,2,2,41327,7,1,2,1,1,0,0,2,5.0
2,179,69,7,1,1,1,2,41326,0,5,36,1,1,200,0,1,5.0
1,266,0,3,2,2,1,2,41401,7,2,10,1,1,0,0,1,4.0
1,307,26,0,1,1,1,1,41326,0,2,12,1,2,0,1,1,5.0
1,266,266,7,2,1,2,2,41326,0,2,12,1,1,0,0,2,7.0
1,307,0,7,1,1,1,2,41330,0,5,4,1,2,0,0,1,3.0
1,152,307,0,1,2,1,1,41401,0,2,3,1,1,0,0,1,1.0
2,307,0,5,1,2,2,2,41330,0,2,3,1,2,0,0,2,2.0
1,266,266,6,2,2,2,3,41401,0,3,2,1,2,0,0,2,1.0
2,179,205,0,1,2,1,2,41326,0,5,23,2,2,0,0,1,0.0
2,285,0,0,2,2,1,1,41326,0,3,60,1,2,0,0,1,0.0
2,307,307,2,1,2,2,1,41326,0,1,2,1,2,0,0,1,3.0
2,307,0,0,1,3,2,1,41330,0,1,36,2,2,0,0,2,3.0
1,189,0,5,1,1,1,1,41326,0,1,36,1,3,0,0,1,4.0
3,285,0,0,2,1,1,1,41326,0,7,18,1,3,400,0,1,1.0
2,307,0,3,1,2,1,2,41326,0,2,3,1,2,0,0,1,5.0
1,266,0,2,2,3,2,2,41326,0,1,3,2,2,0,0,2,1.0
1,128,307,7,1,1,1,1,41401,0,2,5,1,2,0,0,1,6.0
1,247,247,6,2,2,2,2,41326,7,1,4,1,1,250,0,1,3.0
1,307,0,0,1,2,3,2,41401,0,2,2,1,2,0,0,1,5.0
2,266,0,4,2,2,2,1,41326,6,3,1,1,2,0,0,2,3.0
1,266,0,7,2,3,3,1,41401,0,2,2,1,2,0,0,3,7.0
1,307,0,7,1,2,2,2,41401,0,1,2,1,2,0,0,1,1.0
1,307,307,2,1,2,2,2,41327,5,1,2,1,1,0,0,2,4.0
1,266,0,4,2,3,1,3,41326,7,1,4,1,1,0,0,1,2.0
1,266,0,6,2,2,3,2,41326,0,5,4,1,2,50,0,3,1.0
1,266,0,7,2,2,2,1,41326,0,1,3,1,2,15,0,2,4.0
1,266,0,3,2,2,2,1,41326,7,2,1,1,2,0,0,2,26.0
1,299,266,3,2,2,2,2,41326,0,2,9,1,2,0,0,2,3.0
2,307,307,0,1,2,1,2,41326,0,2,2,1,2,0,0,1,3.0
2,265,0,7,2,2,2,2,41326,0,1,2,1,2,0,0,2,5.0
2,265,266,2,2,2,3,1,41326,7,1,1,1,2,0,0,3,4.0
1,306,0,6,2,2,2,2,41401,7,1,2,1,1,0,0,2,3.0
3,165,0,3,1,1,1,1,41326,5,1,96,1,2,0,0,1,9.0
3,307,70,0,1,1,1,2,41336,0,3,6,1,3,350,0,1,8.0
2,307,0,0,1,2,2,1,41330,0,2,3,1,2,0,0,1,2.0
2,307,0,7,1,2,2,2,41327,0,5,4,1,2,0,0,2,2.0
3,69,0,3,1,2,3,2,41326,0,2,18,1,2,0,0,3,1.0
1,307,0,2,1,2,1,1,41326,0,1,2,1,2,0,0,1,4.0
1,307,0,2,1,2,2,2,41327,7,1,2,1,2,20,0,2,1.0
3,265,0,7,2,2,1,2,41325,0,3,6,1,2,0,0,1,2.0
1,266,0,7,2,2,2,1,41326,0,2,12,1,3,0,0,2,5.0
2,307,0,7,1,2,2,2,41326,0,1,1,1,2,0,0,2,9.0
1,307,307,7,1,3,3,2,41401,0,2,3,1,2,200,0,1,2.0
2,265,0,2,2,2,2,1,41401,0,1,3,1,2,0,0,1,2.0
1,307,0,0,1,2,2,2,41326,0,5,2,1,2,0,0,2,3.0
2,265,0,4,2,2,2,2,41326,7,1,3,1,1,0,0,2,1.0
1,266,0,0,2,2,2,2,41401,0,1,2,2,1,0,0,1,0.0
2,307,0,5,1,1,1,2,41326,7,2,2,1,1,200,0,1,1.0
2,265,0,4,2,1,2,2,41401,7,1,5,1,2,0,0,1,1.0
1,307,0,2,1,2,3,1,41326,0,1,2,1,3,0,0,3,2.0
1,266,0,2,2,1,1,2,41401,7,1,8,1,2,0,0,1,3.0
1,266,0,7,2,2,2,1,41335,0,1,4,1,2,0,0,1,1.0
2,285,264,7,2,3,3,1,41325,0,3,3,1,3,0,0,3,2.0
1,292,0,5,2,2,2,1,41326,6,2,6,1,2,0,0,2,4.0
1,299,0,4,2,2,2,1,41401,6,2,2,1,2,0,0,1,2.0
1,307,307,0,1,1,1,2,41332,0,7,48,1,3,100,0,1,4.0
1,307,0,0,1,2,2,1,41326,0,2,2,1,2,0,0,2,4.0
2,265,0,0,2,2,2,1,41326,0,6,4,1,2,0,0,2,5.0
1,307,0,7,1,1,1,1,41326,0,1,7,1,2,110,0,1,2.0
2,266,0,7,2,2,2,2,41401,0,6,3,1,2,0,0,1,5.0
1,266,0,2,2,2,2,2,41327,7,1,2,1,1,0,0,2,11.0
1,266,0,3,2,1,1,2,41327,7,2,96,1,2,0,0,1,2.0
1,189,307,0,1,2,2,2,41401,0,1,2,1,2,0,0,2,1.0
1,307,0,7,1,2,1,1,41326,0,2,1,1,2,0,0,1,10.0
1,307,0,7,1,2,2,2,41325,0,1,24,1,2,0,0,2,2.0
1,307,189,2,1,2,2,2,41326,0,1,1,2,2,0,0,1,10.0
2,266,0,7,2,1,1,1,41401,0,3,4,1,1,0,0,1,3.0
2,292,266,3,2,2,2,3,41326,0,1,2,1,1,0,0,2,8.0
2,307,307,3,1,3,3,2,41336,6,2,2,1,2,0,0,3,10.0
1,307,0,0,1,2,2,2,41326,0,5,2,1,2,0,0,2,3.0
1,307,78,2,1,1,1,2,41326,0,1,6,1,2,0,0,1,1.0
2,265,0,6,2,2,2,3,41401,7,1,1,1,1,0,0,2,4.0
3,265,0,6,2,3,3,1,41401,7,1,48,1,3,10,0,3,4.0
1,307,307,2,1,2,1,1,41401,0,1,2,1,2,0,0,1,3.0
1,266,0,0,2,1,1,2,41401,0,2,5,1,1,50,0,1,1.0
1,307,0,0,1,3,3,1,41326,0,1,0,1,1,0,0,3,3.0
1,307,0,4,1,3,2,3,41326,7,2,2,1,2,0,0,2,7.0
2,307,307,0,1,2,1,1,41401,0,2,2,1,2,0,0,1,1.0
1,307,0,0,1,2,2,3,41326,0,1,1,1,2,0,0,2,4.0
2,307,0,0,1,2,2,2,41336,0,2,5,1,2,0,0,2,3.0
1,266,0,7,2,2,2,2,41361,0,6,6,1,2,20,0,2,1.0
1,266,0,0,2,2,2,2,41326,0,1,3,1,2,0,0,1,3.0
1,266,0,2,2,2,2,2,41326,7,1,2,1,1,0,0,2,2.0
2,265,265,7,2,2,2,3,41326,0,6,2,1,1,0,0,2,7.0
1,32,307,2,1,2,2,1,41326,7,1,2,1,2,0,0,1,4.0
2,307,307,2,1,3,3,3,41326,7,1,1,1,2,0,0,3,11.0
1,307,141,7,1,2,1,3,41326,0,5,2,1,3,0,1,1,8.0
2,307,0,5,1,2,2,3,41326,7,2,1,1,2,0,0,2,1.0
1,307,0,2,1,2,2,3,41326,0,1,0,1,1,0,0,2,4.0
1,307,0,2,1,2,1,1,41326,7,1,3,1,2,50,0,1,4.0
2,307,0,7,1,2,2,2,41327,0,2,2,1,2,0,0,1,3.0
1,266,0,0,2,2,2,1,41326,0,6,4,1,2,0,0,2,0.0
2,232,0,0,1,2,3,1,41326,0,5,144,1,2,0,0,3,1.0
1,299,266,0,2,2,2,1,41326,0,3,1,1,1,0,0,2,3.0
1,266,0,3,2,2,1,2,41326,0,1,3,1,2,0,0,1,2.0
1,205,169,7,1,1,1,1,41401,0,2,53,1,1,0,0,1,2.0
2,307,0,5,1,2,2,2,41327,0,2,1,1,2,0,0,2,2.0
2,243,251,6,2,2,3,1,41367,0,5,8,1,3,0,0,1,4.0
1,307,0,0,1,1,1,2,41326,0,1,10,1,2,50,0,1,10.0
1,266,247,0,2,2,1,2,41326,0,2,8,1,2,100,0,1,1.0
1,307,0,0,1,1,1,2,41326,0,7,15,1,2,0,0,1,3.0
1,266,0,4,2,1,1,2,41326,7,1,5,1,2,100,0,1,4.0
1,266,0,0,2,1,1,2,41326,0,7,36,1,2,50,0,1,3.0
1,307,307,0,1,2,2,1,41401,0,1,3,1,2,0,0,2,2.0
1,307,0,0,1,2,2,1,41326,0,2,2,1,2,0,0,2,2.0
2,265,265,7,2,2,2,2,41326,0,6,3,1,1,0,0,2,12.0
2,264,0,3,2,2,2,1,41326,4,2,2,1,2,0,0,1,2.0
2,207,0,6,1,3,3,2,41326,0,3,120,1,1,0,0,3,1.0
1,265,0,7,2,1,2,2,41336,0,4,9,1,3,0,0,1,4.0
2,307,0,0,1,3,3,3,41401,0,2,12,1,2,0,0,3,6.0
2,195,195,7,1,2,1,2,41401,0,1,60,1,1,100,0,1,1.0
